Altitude_ft,Airspeed_knots,Ejection_Type,Pilot_Posture,Time_of_Day,Weather,Terrain,System_Malfunction,Aircraft_Altitude,G_Force,Ejection_Success,Injury_Level
11923.66,688.76,Zero-Zero,Slouched,Night,Clear,Water,0,Stable,9.81,1,severe
8131.13,365.01,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,15.4,1,None
6406.38,259.29,Conventional,Optimal,Night,Clear,Land,0,Stable,12.84,1,severe
7262.29,614.13,Zero-Zero,Optimal,Day,Clear,Mountain,0,Stable,14.83,1,severe
12823.58,655.18,Zero-Zero,Slouched,Day,Rain,Land,0,Stable,16.65,1,None
6861.72,443.32,Zero-Zero,Optimal,Night,Clear,Mountain,0,Stable,19.3,1,None
8016.6,445.55,Conventional,Optimal,Day,Rain,Land,0,Stable,13.54,1,severe
17628.48,523.22,Zero-Zero,Optimal,Night,Clear,Water,0,Stable,16.33,1,None
6745.88,486.8,Zero-Zero,Optimal,Day,Clear,Mountain,0,Stable,16.97,1,None
16115.35,401.37,Zero-Zero,Optimal,Day,Rain,Land,0,Stable,5.05,1,Minor
14032.71,407.89,Zero-Zero,Slouched,Night,Clear,Land,0,Stable,20.0,1,None
5036.47,254.37,Zero-Zero,Slouched,Day,Clear,Land,0,Stable,8.75,1,Minor
7278.97,371.39,Zero-Zero,Slouched,Night,Clear,Water,0,Stable,20.0,1,None
13038.46,365.46,Zero-Zero,Optimal,Night,Storm,Land,0,Stable,8.25,1,Minor
32223.06,264.42,Conventional,Optimal,Night,Clear,Land,0,Stable,20.0,1,None
16794.62,841.72,Conventional,Optimal,Day,Clear,Water,0,Stable,20.0,1,None
11496.85,756.24,Conventional,Optimal,Night,Clear,Land,0,Stable,20.0,1,None
20005.25,385.63,Conventional,Optimal,Day,Clear,Land,0,Stable,9.4,1,severe
39670.41,504.52,Zero-Zero,Optimal,Night,Storm,Land,1,Stable,17.91,1,None
5553.08,431.86,Conventional,Slouched,Day,Clear,Water,0,Stable,8.72,1,Minor
12493.42,819.41,Zero-Zero,Optimal,Day,Clear,Land,1,Stable,20.0,1,None
6559.32,342.53,Conventional,Optimal,Day,Clear,Water,0,Stable,12.73,1,severe
15834.91,588.14,Conventional,Slouched,Day,Clear,Mountain,0,Stable,10.26,1,severe
5336.64,352.07,Zero-Zero,Optimal,Night,Clear,Mountain,0,Stable,14.42,1,severe
9797.0,460.5,Zero-Zero,Optimal,Day,Rain,Mountain,0,Stable,15.41,1,None
13485.52,388.73,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,8.06,1,Minor
11250.07,445.21,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,20.0,1,None
22863.22,694.13,Zero-Zero,Slouched,Day,Rain,Land,0,Stable,7.21,1,Minor
8520.69,358.83,Zero-Zero,Optimal,Night,Rain,Water,0,Stable,14.82,1,severe
9332.31,815.09,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,20.0,1,None
50000.0,544.31,Zero-Zero,Slouched,Night,Rain,Land,0,Stable,8.07,1,Minor
15387.45,249.06,Zero-Zero,Optimal,Night,Rain,Land,0,Stable,20.0,1,None
20629.8,784.76,Zero-Zero,Optimal,Day,Rain,Water,0,Stable,10.92,1,severe
10026.52,679.4,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,11.16,1,severe
8246.44,725.45,Conventional,Optimal,Day,Clear,Mountain,0,Stable,7.11,1,Minor
21288.82,690.72,Conventional,Slouched,Night,Clear,Mountain,0,Stable,12.09,0,severe
17312.33,439.82,Zero-Zero,Slouched,Day,Clear,Water,0,Stable,16.59,1,None
5428.91,486.97,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,9.29,1,severe
5676.86,463.96,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,14.66,1,severe
5078.93,411.07,Zero-Zero,Optimal,Day,Clear,Water,1,Stable,9.24,1,severe
35471.31,652.72,Conventional,Optimal,Day,Clear,Land,0,Stable,8.13,1,Minor
5902.88,642.61,Zero-Zero,Slouched,Night,Rain,Water,0,Stable,12.37,1,severe
7403.93,792.21,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,9.15,1,severe
5530.01,649.9,Conventional,Optimal,Day,Rain,Water,0,Stable,19.9,1,None
13272.62,391.99,Zero-Zero,Optimal,Day,Rain,Water,0,Stable,20.0,1,None
12112.9,637.05,Conventional,Optimal,Night,Clear,Water,0,Stable,14.01,1,severe
42326.39,559.81,Zero-Zero,Slouched,Day,Storm,Mountain,1,Stable,20.0,1,None
17464.34,191.73,Conventional,Optimal,Day,Clear,Land,0,Stable,6.77,1,Minor
26265.11,313.58,Conventional,Optimal,Night,Clear,Land,0,Stable,20.0,1,None
5103.69,531.55,Conventional,Optimal,Day,Clear,Land,1,Stable,6.69,1,Minor
17646.4,357.98,Zero-Zero,Optimal,Night,Rain,Land,0,Stable,7.54,1,Minor
6257.73,601.46,Conventional,Optimal,Day,Clear,Water,0,Stable,6.55,1,Minor
29368.08,762.03,Zero-Zero,Optimal,Night,Rain,Water,0,Stable,11.46,1,severe
13494.22,427.53,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,9.24,1,severe
9282.45,540.37,Zero-Zero,Slouched,Night,Rain,Water,0,Stable,12.15,1,severe
17599.87,682.48,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,20.0,1,None
16482.5,764.99,Zero-Zero,Optimal,Day,Clear,Land,1,Stable,13.68,1,severe
13507.6,765.51,Zero-Zero,Optimal,Day,Rain,Water,0,Stable,10.91,1,severe
21781.99,456.87,Zero-Zero,Optimal,Day,Rain,Land,0,Stable,19.78,1,None
20002.01,385.87,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,9.17,1,severe
40406.29,677.44,Conventional,Optimal,Day,Clear,Land,0,Stable,20.0,1,None
20644.87,478.4,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,9.86,1,severe
5861.96,805.02,Zero-Zero,Slouched,Night,Storm,Land,0,Stable,15.09,1,None
15919.95,434.87,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,10.74,1,severe
8223.7,970.4,Zero-Zero,Optimal,Day,Storm,Water,0,Stable,13.76,1,severe
15781.83,832.94,Zero-Zero,Optimal,Night,Rain,Land,0,Stable,20.0,1,None
9225.11,432.24,Conventional,Slouched,Day,Clear,Land,0,Stable,13.72,1,severe
7319.49,718.97,Zero-Zero,Slouched,Day,Clear,Water,0,Stable,10.15,1,severe
7888.15,459.25,Conventional,Optimal,Day,Clear,Water,0,Stable,20.0,1,None
7558.31,369.55,Conventional,Slouched,Day,Clear,Land,0,Stable,18.86,1,None
50000.0,665.06,Zero-Zero,Optimal,Day,Rain,Water,0,Stable,7.39,1,Minor
16266.85,759.29,Conventional,Optimal,Night,Clear,Water,0,Stable,19.78,1,None
33395.91,324.16,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,14.74,1,severe
6507.24,283.47,Zero-Zero,Optimal,Night,Rain,Water,0,Stable,14.41,1,severe
11933.95,343.79,Zero-Zero,Slouched,Day,Storm,Land,0,Stable,20.0,1,None
6246.19,703.95,Zero-Zero,Optimal,Day,Rain,Land,0,Stable,20.0,1,None
8463.61,407.69,Zero-Zero,Optimal,Day,Rain,Land,1,Stable,9.49,1,severe
22070.69,302.56,Zero-Zero,Optimal,Night,Clear,Water,0,Stable,12.42,1,severe
22722.18,487.82,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,20.0,1,None
18713.85,811.99,Conventional,Optimal,Day,Rain,Water,0,Stable,13.92,1,severe
8926.1,265.22,Conventional,Optimal,Day,Rain,Land,0,Stable,17.92,1,None
5537.23,382.26,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,19.45,1,None
17586.63,439.58,Conventional,Optimal,Day,Clear,Land,0,Stable,11.9,1,severe
12238.15,618.82,Zero-Zero,Optimal,Night,Clear,Mountain,0,Stable,17.92,1,None
47715.29,565.9,Zero-Zero,Slouched,Day,Clear,Mountain,0,Stable,15.69,1,None
6330.99,593.03,Zero-Zero,Optimal,Night,Clear,Water,0,Stable,11.66,1,severe
14165.84,474.64,Conventional,Optimal,Night,Storm,Land,0,Stable,19.0,1,None
10955.26,477.64,Zero-Zero,Optimal,Night,Clear,Mountain,1,Stable,15.34,1,None
17450.33,624.36,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,15.29,1,None
5609.01,624.42,Conventional,Optimal,Day,Storm,Land,0,Stable,20.0,1,None
23683.59,803.73,Zero-Zero,Slouched,Day,Clear,Water,0,Stable,6.95,1,Minor
45355.2,784.86,Conventional,Optimal,Day,Rain,Land,0,Stable,9.0,1,None
8029.67,399.28,Conventional,Optimal,Night,Storm,Land,0,Stable,10.66,1,severe
12381.71,372.78,Conventional,Optimal,Day,Rain,Land,0,Stable,11.77,1,severe
18356.0,509.7,Conventional,Optimal,Day,Clear,Water,0,Stable,5.46,1,Minor
14158.73,778.3,Conventional,Optimal,Day,Clear,Land,0,Stable,8.63,1,Minor
30568.74,486.16,Conventional,Optimal,Day,Clear,Land,0,Stable,15.88,1,None
5875.71,600.3,Conventional,Slouched,Day,Rain,Water,0,Stable,17.77,0,Fatal
30917.06,502.07,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,19.04,1,None
11872.16,687.58,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,7.02,1,Minor
31483.77,746.83,Zero-Zero,Slouched,Night,Rain,Land,0,Stable,10.25,1,severe
5296.49,602.79,Conventional,Optimal,Day,Clear,Land,1,Stable,8.27,0,Minor
5504.62,450.72,Conventional,Optimal,Night,Storm,Land,1,Stable,6.53,1,Minor
9190.7,635.57,Zero-Zero,Slouched,Night,Storm,Water,0,Stable,10.23,1,severe
50000.0,724.28,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,20.0,1,None
5596.01,645.72,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,6.7,1,Minor
11452.53,758.54,Conventional,Optimal,Day,Clear,Water,0,Stable,20.0,1,None
8343.56,369.3,Zero-Zero,Optimal,Night,Clear,Water,0,Stable,20.0,1,None
8889.37,626.13,Conventional,Optimal,Day,Clear,Water,0,Stable,16.7,1,None
6209.03,740.16,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,8.03,1,Minor
16657.69,393.01,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,6.62,1,Minor
40900.99,374.22,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,11.51,1,severe
17969.65,839.29,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,20.0,1,None
11278.3,821.23,Zero-Zero,Optimal,Day,Rain,Land,0,Stable,17.19,1,None
28476.13,334.63,Zero-Zero,Slouched,Night,Clear,Mountain,0,Stable,11.32,1,severe
5947.72,377.62,Zero-Zero,Optimal,Day,Storm,Land,0,Stable,11.89,1,severe
8786.5,322.27,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,17.5,1,None
7664.78,458.51,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,6.96,1,Minor
12041.64,507.68,Conventional,Optimal,Day,Rain,Land,0,Stable,20.0,1,None
11860.66,446.14,Zero-Zero,Slouched,Night,Clear,Mountain,1,Stable,8.54,1,Minor
17177.0,544.54,Conventional,Optimal,Day,Clear,Land,0,Stable,7.83,1,Minor
10370.53,418.77,Zero-Zero,Optimal,Night,Clear,Water,0,Stable,12.84,1,severe
15359.78,553.28,Conventional,Optimal,Night,Rain,Water,0,Stable,9.76,1,severe
11477.75,571.37,Conventional,Optimal,Day,Clear,Land,0,Stable,17.21,1,None
50000.0,414.91,Zero-Zero,Optimal,Night,Clear,Mountain,0,Stable,20.0,1,None
16562.19,372.2,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,20.0,1,None
37346.6,786.17,Zero-Zero,Optimal,Day,Rain,Land,0,Stable,6.98,1,Minor
7199.45,606.69,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,20.0,1,None
29730.76,214.65,Conventional,Optimal,Day,Clear,Land,0,Stable,17.28,1,None
6320.14,380.78,Zero-Zero,Optimal,Night,Storm,Land,0,Stable,15.17,1,None
6755.56,460.07,Zero-Zero,Optimal,Night,Clear,Water,0,Stable,17.25,1,None
11737.84,412.05,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,20.0,1,None
7937.84,752.9,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,20.0,1,None
12453.65,863.09,Zero-Zero,Optimal,Night,Clear,Mountain,0,Stable,20.0,1,None
7546.97,422.99,Conventional,Optimal,Night,Clear,Land,0,Stable,10.46,1,severe
17873.8,418.9,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,20.0,1,None
18766.66,758.42,Zero-Zero,Optimal,Day,Rain,Land,0,Stable,20.0,1,None
5529.99,745.94,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,12.46,1,severe
12298.86,854.0,Zero-Zero,Optimal,Night,Rain,Water,0,Stable,9.24,1,severe
16052.78,372.54,Conventional,Optimal,Night,Clear,Land,0,Stable,7.47,1,Minor
11325.14,449.21,Zero-Zero,Optimal,Day,Clear,Land,1,Stable,15.24,1,None
23952.88,772.78,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,20.0,1,None
16206.96,421.45,Conventional,Optimal,Day,Rain,Land,0,Stable,6.22,1,Minor
10751.07,663.36,Zero-Zero,Optimal,Night,Storm,Land,0,Stable,13.49,1,severe
26521.08,490.8,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,11.66,1,severe
19121.45,485.68,Zero-Zero,Slouched,Day,Clear,Land,0,Stable,11.36,1,severe
12775.22,416.74,Zero-Zero,Optimal,Day,Rain,Land,0,Stable,7.62,1,Minor
23166.87,185.89,Zero-Zero,Optimal,Day,Rain,Water,0,Stable,20.0,1,None
5123.58,806.62,Zero-Zero,Slouched,Night,Rain,Land,0,Stable,14.45,1,severe
6726.06,692.19,Conventional,Optimal,Night,Clear,Mountain,0,Stable,14.26,1,severe
15899.76,432.7,Conventional,Slouched,Day,Clear,Water,0,Stable,20.0,1,None
5505.42,504.13,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,8.77,1,Minor
6543.02,880.51,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,20.0,1,None
6736.33,692.48,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,5.05,1,Minor
28301.71,451.98,Zero-Zero,Slouched,Day,Clear,Water,0,Stable,18.73,1,None
7973.71,528.19,Zero-Zero,Slouched,Day,Clear,Mountain,1,Stable,15.72,1,None
37287.47,282.6,Conventional,Optimal,Day,Clear,Mountain,0,Stable,12.74,1,severe
32791.8,415.7,Zero-Zero,Slouched,Day,Storm,Land,0,Stable,19.09,1,None
6945.08,643.56,Conventional,Optimal,Day,Clear,Water,0,Stable,17.41,1,None
8576.88,647.54,Conventional,Slouched,Night,Clear,Land,0,Stable,20.0,0,Fatal
5853.53,996.27,Conventional,Optimal,Day,Clear,Water,0,Stable,12.83,1,severe
10251.65,364.84,Conventional,Optimal,Day,Clear,Water,0,Stable,10.55,1,severe
11532.88,784.54,Zero-Zero,Optimal,Night,Storm,Water,0,Stable,20.0,1,None
10072.91,413.24,Conventional,Optimal,Night,Clear,Land,0,Stable,14.91,1,severe
17758.21,575.22,Zero-Zero,Optimal,Day,Storm,Land,0,Stable,14.4,1,severe
33329.87,751.52,Conventional,Slouched,Day,Clear,Land,0,Stable,6.81,0,Minor
10604.91,305.37,Zero-Zero,Slouched,Day,Clear,Land,0,Stable,18.06,1,None
8220.08,237.04,Conventional,Optimal,Night,Clear,Water,1,Stable,11.08,1,severe
5650.96,473.36,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,5.86,1,Minor
5593.36,865.65,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,7.28,1,Minor
14148.68,487.87,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,10.61,1,severe
7625.88,580.82,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,12.19,1,severe
8436.62,468.9,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,20.0,1,None
11625.34,970.37,Zero-Zero,Slouched,Day,Clear,Water,0,Stable,16.26,1,None
9278.34,407.22,Zero-Zero,Optimal,Night,Clear,Mountain,0,Stable,5.38,1,Minor
9386.01,428.46,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,14.31,1,severe
13726.42,537.44,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,15.86,1,None
5032.33,310.02,Conventional,Optimal,Day,Rain,Land,0,Stable,10.23,1,severe
15143.73,383.33,Conventional,Optimal,Night,Rain,Land,0,Stable,14.55,1,severe
11008.02,365.03,Zero-Zero,Slouched,Night,Clear,Land,0,Stable,19.64,1,None
5475.82,542.2,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,16.56,1,None
27114.29,532.98,Zero-Zero,Optimal,Night,Clear,Land,1,Stable,14.23,1,severe
7830.31,905.41,Zero-Zero,Optimal,Day,Clear,Mountain,0,Stable,20.0,1,None
5166.76,582.28,Zero-Zero,Optimal,Day,Rain,Land,0,Stable,19.49,1,None
6609.53,627.02,Conventional,Slouched,Night,Clear,Land,0,Stable,7.46,1,Minor
7760.74,758.92,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,9.32,1,severe
9118.55,658.7,Conventional,Optimal,Day,Storm,Mountain,0,Stable,15.14,1,None
12833.8,346.71,Zero-Zero,Optimal,Day,Clear,Mountain,1,Stable,15.59,1,None
32545.77,735.93,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,20.0,1,None
50000.0,749.32,Conventional,Slouched,Day,Rain,Land,0,Stable,10.85,0,severe
37295.82,552.82,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,14.79,1,severe
7464.01,625.27,Zero-Zero,Optimal,Night,Storm,Land,0,Stable,10.92,1,severe
31823.68,594.18,Zero-Zero,Optimal,Day,Clear,Land,1,Stable,12.02,1,severe
6375.94,383.46,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,6.0,1,Minor
30000.68,591.82,Zero-Zero,Optimal,Night,Clear,Water,0,Stable,18.81,1,None
8290.09,917.32,Conventional,Optimal,Night,Rain,Land,0,Stable,15.42,1,None
12074.78,819.86,Conventional,Optimal,Day,Clear,Land,0,Stable,20.0,1,None
16565.79,485.3,Conventional,Optimal,Day,Clear,Land,0,Stable,20.0,1,None
8592.02,349.25,Conventional,Optimal,Day,Clear,Land,0,Stable,13.43,1,severe
18652.87,283.69,Zero-Zero,Optimal,Day,Clear,Mountain,0,Stable,7.46,1,Minor
5956.99,618.58,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,12.35,1,severe
6795.13,451.27,Zero-Zero,Slouched,Day,Rain,Land,0,Stable,11.52,1,severe
9991.89,513.06,Zero-Zero,Optimal,Day,Storm,Land,0,Stable,8.27,1,Minor
6494.63,707.68,Zero-Zero,Optimal,Night,Clear,Water,1,Stable,20.0,1,None
13618.98,894.66,Zero-Zero,Slouched,Night,Clear,Land,0,Stable,20.0,1,None
7545.38,538.79,Zero-Zero,Optimal,Day,Rain,Water,0,Stable,20.0,1,None
7103.83,187.76,Conventional,Optimal,Day,Rain,Water,0,Stable,15.32,1,None
6864.35,396.09,Zero-Zero,Optimal,Day,Rain,Water,0,Stable,11.04,1,severe
9470.2,473.5,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,16.25,1,None
12686.12,249.96,Conventional,Optimal,Day,Clear,Land,0,Stable,11.17,1,severe
6000.85,723.22,Conventional,Optimal,Night,Storm,Land,0,Stable,8.66,1,Minor
10445.25,254.7,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,11.03,1,severe
33411.84,501.67,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,10.47,1,severe
21950.27,621.61,Zero-Zero,Optimal,Night,Clear,Water,0,Stable,16.12,1,None
13046.71,844.95,Conventional,Optimal,Day,Rain,Water,0,Stable,16.48,1,None
11187.8,275.2,Conventional,Optimal,Night,Storm,Land,0,Stable,8.57,1,Minor
7508.32,821.71,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,14.89,1,severe
7779.8,424.61,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,8.81,1,Minor
8495.93,751.91,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,13.23,1,severe
15192.83,639.4,Conventional,Optimal,Night,Clear,Water,0,Stable,11.66,1,severe
6242.33,750.34,Conventional,Optimal,Day,Clear,Land,0,Stable,5.73,1,Minor
41305.13,471.67,Zero-Zero,Optimal,Night,Clear,Water,0,Stable,15.7,1,None
12402.11,279.06,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,12.41,1,severe
23574.12,585.72,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,20.0,1,None
15033.38,231.14,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,20.0,1,None
6694.04,761.46,Conventional,Slouched,Day,Clear,Water,0,Stable,15.45,0,Fatal
8415.22,479.27,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,16.46,1,None
7071.47,635.03,Zero-Zero,Optimal,Day,Storm,Land,0,Stable,14.9,1,severe
16311.54,854.45,Conventional,Optimal,Day,Clear,Land,1,Stable,16.65,0,Fatal
5882.32,675.87,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,8.0,1,Minor
46162.63,754.14,Zero-Zero,Slouched,Day,Clear,Water,0,Stable,16.65,1,None
10032.96,420.96,Zero-Zero,Optimal,Day,Clear,Mountain,1,Stable,19.95,1,None
8237.86,669.78,Conventional,Optimal,Day,Clear,Mountain,0,Stable,12.91,1,severe
9734.14,414.87,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,19.01,1,None
11614.94,682.68,Conventional,Optimal,Day,Clear,Land,0,Stable,12.43,1,severe
6903.09,600.01,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,14.93,1,severe
5405.4,440.52,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,11.8,1,severe
8522.26,662.92,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,11.33,1,severe
50000.0,306.92,Conventional,Optimal,Day,Clear,Water,0,Stable,13.09,1,severe
11838.92,409.73,Conventional,Optimal,Day,Rain,Land,0,Stable,13.95,1,severe
8100.77,859.34,Conventional,Optimal,Night,Rain,Land,0,Stable,10.09,1,severe
8377.88,330.47,Zero-Zero,Optimal,Day,Storm,Land,0,Stable,17.21,1,None
5412.76,480.27,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,13.62,1,severe
28341.2,547.65,Zero-Zero,Optimal,Night,Rain,Land,0,Stable,20.0,1,None
6116.29,654.24,Conventional,Slouched,Night,Clear,Land,1,Stable,7.67,0,Minor
8353.45,355.71,Conventional,Optimal,Night,Clear,Land,0,Stable,8.52,1,Minor
12492.09,783.87,Zero-Zero,Optimal,Day,Rain,Land,0,Stable,12.37,1,severe
7580.74,467.37,Conventional,Optimal,Day,Storm,Water,0,Stable,20.0,1,None
5314.92,414.28,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,9.77,1,severe
6461.79,552.96,Conventional,Optimal,Day,Rain,Water,0,Stable,12.78,1,severe
9234.78,738.02,Conventional,Optimal,Night,Rain,Water,0,Stable,12.76,1,severe
9055.66,342.82,Conventional,Optimal,Day,Clear,Water,0,Stable,16.18,1,None
14712.68,670.07,Conventional,Optimal,Night,Clear,Mountain,0,Stable,20.0,1,None
21783.87,495.82,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,18.43,1,None
11275.61,709.45,Zero-Zero,Slouched,Night,Storm,Land,0,Stable,6.88,1,Minor
8277.96,683.33,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,12.92,1,severe
6138.34,402.88,Conventional,Optimal,Day,Clear,Land,0,Stable,12.76,1,severe
21090.63,548.99,Zero-Zero,Optimal,Night,Clear,Mountain,0,Stable,18.75,1,None
14472.61,631.82,Conventional,Optimal,Night,Rain,Land,0,Stable,11.62,1,severe
21974.92,228.02,Conventional,Optimal,Day,Clear,Land,0,Stable,8.97,1,Minor
9896.65,803.49,Zero-Zero,Optimal,Night,Rain,Water,0,Stable,8.78,1,Minor
11045.88,492.13,Conventional,Slouched,Night,Clear,Land,0,Stable,9.77,1,severe
16437.35,928.22,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,14.85,1,severe
11351.52,683.24,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,8.2,1,Minor
10962.37,1078.06,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,13.69,1,severe
14072.58,659.73,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,10.23,1,severe
6810.77,542.18,Zero-Zero,Slouched,Day,Clear,Land,0,Stable,20.0,1,None
12199.25,967.63,Conventional,Optimal,Night,Clear,Mountain,1,Stable,10.66,0,severe
12450.1,399.47,Zero-Zero,Optimal,Day,Storm,Land,0,Stable,12.38,1,severe
19974.22,896.01,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,13.87,1,severe
27705.97,436.79,Zero-Zero,Optimal,Day,Rain,Land,0,Stable,9.38,1,severe
12164.89,785.5,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,14.23,1,severe
5512.6,335.33,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,8.68,1,Minor
6156.33,293.79,Conventional,Optimal,Day,Rain,Water,0,Stable,18.78,1,None
10538.53,773.14,Conventional,Optimal,Day,Clear,Water,0,Stable,9.98,1,severe
8250.52,825.53,Conventional,Slouched,Day,Clear,Land,0,Stable,12.96,0,severe
8847.27,849.25,Conventional,Slouched,Day,Storm,Land,0,Stable,16.65,0,Fatal
16535.3,730.47,Conventional,Optimal,Day,Storm,Land,0,Stable,10.31,1,severe
23862.99,482.57,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,6.73,1,Minor
8487.68,659.56,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,7.65,1,Minor
9525.06,315.64,Zero-Zero,Slouched,Night,Rain,Land,0,Stable,20.0,1,None
15895.43,291.24,Zero-Zero,Optimal,Day,Clear,Mountain,0,Stable,16.17,1,None
22248.45,587.93,Conventional,Slouched,Night,Rain,Land,0,Stable,8.62,1,Minor
8444.94,450.7,Zero-Zero,Optimal,Night,Storm,Mountain,0,Stable,9.6,1,severe
6345.66,836.76,Conventional,Slouched,Day,Clear,Water,0,Stable,12.37,0,severe
12739.13,438.25,Zero-Zero,Optimal,Day,Storm,Water,0,Stable,20.0,1,None
10780.72,363.3,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,14.23,1,severe
10859.32,699.29,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,18.3,1,None
12922.2,655.25,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,7.81,1,Minor
15852.46,659.3,Conventional,Slouched,Night,Clear,Land,1,Stable,5.95,0,Minor
15666.22,678.59,Zero-Zero,Slouched,Night,Clear,Land,0,Stable,14.85,1,severe
8230.39,713.07,Zero-Zero,Optimal,Night,Clear,Water,0,Stable,10.46,1,severe
10838.8,760.53,Zero-Zero,Optimal,Day,Rain,Land,0,Stable,5.75,1,Minor
9357.36,694.8,Zero-Zero,Optimal,Day,Clear,Water,0,Stable,12.92,1,severe
17960.75,693.49,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,14.28,1,severe
17400.04,809.95,Conventional,Optimal,Night,Clear,Water,0,Stable,9.16,1,severe
15351.6,743.86,Zero-Zero,Optimal,Day,Clear,Land,0,Stable,6.44,1,Minor
6897.65,848.11,Zero-Zero,Optimal,Day,Rain,Land,0,Stable,10.8,1,severe
6820.36,956.21,Zero-Zero,Slouched,Day,Clear,Land,1,Stable,13.26,0,severe
7206.04,518.38,Zero-Zero,Optimal,Night,Clear,Land,0,Stable,18.97,1,None
48365.34,395.56,Conventional,Optimal,Day,Rain,Land,0,Stable,19.99,1,None
26616.52,435.6,Conventional,Slouched,Day,Clear,Mountain,1,Stable,9.96,0,severe
